"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1005","200.8","LABMWH","STATE","A","MRL","1.0","UG/L","Y","","Arsenic"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1010","200.8","LABMWH","STATE","A","MRL","2.0","UG/L","N","3.2","BARIUM"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1015","200.8","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","CADMIUM"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1020","200.8","LABMWH","STATE","A","MRL","0.90","UG/L","Y","","CHROMIUM"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1022","200.8","LABMWH","STATE","A","MRL","1.0","UG/L","N","2.6","COPPER"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1030","200.8","LABMWH","STATE","A","MRL","0.50","UG/L","N","1.3","LEAD"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1045","200.8","LABMWH","STATE","A","MRL","2.0","UG/L","Y","","SELENIUM"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1074","200.8","LABMWH","STATE","A","MRL","1.0","UG/L","Y","","ANTIMONY"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1075","200.8","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","BERYLLIUM"
"MWHResult","380-63127-1","HI0000215","","09/23/2023","152700","1085","200.8","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","THALLIUM"
"MWHResult","380-63127-1","HI0000215","09/23/2023","09/23/2023","235734","1035","245.1","LABMWH","STATE","A","MRL","0.10","UG/L","Y","","Mercury"
"MWHResult","380-63127-1","HI0000215","","09/16/2023","195000","1040","300.0","LABMWH","STATE","A","MRL","0.050","MG/L","N","0.094","Nitrate as N"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2989","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Chlorobenzene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2990","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Benzene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2991","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Toluene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2992","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Ethylbenzene"
"MWHResult","380-63127-1","HI0000215","","09/19/2023","162800","2996","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Styrene"
