"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","N","1.5","Dichloromethane","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","PWS214 Niheu St Hyd 277","380-60580-1"
"MWHResult","380-60580-1","HI0000214","","08/29/2023","151700","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","PWS214 Niheu St Hyd 277","380-60580-1"
