"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane","Keawe St Hyd 362 11292310301","380-73210-1"
"MWHResult","380-73210-1","HI0000214","","12/03/2023","062300","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene","Keawe St Hyd 362 11292310301","380-73210-1"
