"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2989","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Chlorobenzene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2990","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","N","43","Benzene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2991","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","N","0.67","Toluene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2992","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Ethylbenzene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2996","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Styrene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-1","HI0000214","","10/13/2023","055400","2997","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Xylene","583 Kahena St 10092312201","380-66565-1"
"MWHResult","380-66565-2","HI0000214","","10/13/2023","061700","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","591 Kahena St 10092312202","380-66565-1"
"MWHResult","380-66565-2","HI0000214","","10/13/2023","061700","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","591 Kahena St 10092312202","380-66565-1"
"MWHResult","380-66565-2","HI0000214","","10/13/2023","061700","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","591 Kahena St 10092312202","380-66565-1"
"MWHResult","380-66565-2","HI0000214","","10/13/2023","061700","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","591 Kahena St 10092312202","380-66565-1"
"MWHResult","380-66565-2","HI0000214","","10/13/2023","061700","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","591 Kahena St 10092312202","380-66565-1"
"MWHResult","380-66565-2","HI0000214","","10/13/2023","061700","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","591 Kahena St 10092312202","380-66565-1"
